SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,MCX_POS_CODE,DUMMY_ID
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Management,Senior Manager,M4,ACDM4,243
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Management,Manager,M3,ACDM3,244
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Management,Senior Supervisor,M2,ACDM2,245
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Management,Supervisor,M1,ACDM1,246
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Unknown,PX,ACDPX,247
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Fellow,P8,ACDP8,248
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Strategist,P7,ACDP7,249
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Advisory,P6,ACDP6,250
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Expert,P5,ACDP5,251
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Mastery,P4,ACDP4,252
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Proficiency,P3,ACDP3,253
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Developing,P2,ACDP2,254
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Professional,Entry,P1,ACDP1,255
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Unknown,SX,ACDSX,256
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Specialist,S5,ACDS5,257
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Advanced,S4,ACDS4,258
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Skilled,S3,ACDS3,259
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Proficient,S2,ACDS2,260
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Support,Associate,S1,ACDS1,261
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Unknown,Unknown,XX,ACDXX,262
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Executive,Unknown,EX,ACDEX,263
2021 Comptryx,General & Administrative,Corporate Support,Corporate Development,ACD,Management,Senior Director,M6,ACDM6,264
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Unknown,MX,ACEMX,265
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Director,M5,ACEM5,266
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Senior Manager,M4,ACEM4,267
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Manager,M3,ACEM3,268
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Senior Supervisor,M2,ACEM2,269
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Supervisor,M1,ACEM1,270
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Unknown,PX,ACEPX,271
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Fellow,P8,ACEP8,272
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Strategist,P7,ACEP7,273
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Advisory,P6,ACEP6,274
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Expert,P5,ACEP5,275
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Mastery,P4,ACEP4,276
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Proficiency,P3,ACEP3,277
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Developing,P2,ACEP2,278
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Professional,Entry,P1,ACEP1,279
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Unknown,SX,ACESX,280
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Specialist,S5,ACES5,281
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Advanced,S4,ACES4,282
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Skilled,S3,ACES3,283
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Proficient,S2,ACES2,284
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Support,Associate,S1,ACES1,285
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Unknown,Unknown,XX,ACEXX,286
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Executive,Unknown,EX,ACEEX,287
2021 Comptryx,General & Administrative,Corporate Support,Community Affairs,ACE,Management,Senior Director,M6,ACEM6,288
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Unknown,MX,ACIMX,289
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Director,M5,ACIM5,290
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Senior Manager,M4,ACIM4,291
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Manager,M3,ACIM3,292
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Senior Supervisor,M2,ACIM2,293
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Supervisor,M1,ACIM1,294
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Unknown,PX,ACIPX,295
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Fellow,P8,ACIP8,296
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Strategist,P7,ACIP7,297
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Advisory,P6,ACIP6,298
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Expert,P5,ACIP5,299
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Mastery,P4,ACIP4,300
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Proficiency,P3,ACIP3,301
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Developing,P2,ACIP2,302
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Professional,Entry,P1,ACIP1,303
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Unknown,SX,ACISX,304
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Specialist,S5,ACIS5,305
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Advanced,S4,ACIS4,306
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Skilled,S3,ACIS3,307
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Proficient,S2,ACIS2,308
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Support,Associate,S1,ACIS1,309
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Unknown,Unknown,XX,ACIXX,310
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Executive,Unknown,EX,ACIEX,311
2021 Comptryx,General & Administrative,Corporate Support,Investor Relations,ACI,Management,Senior Director,M6,ACIM6,312
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Unknown,MX,ACOMX,313
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Director,M5,ACOM5,314
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Senior Manager,M4,ACOM4,315
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Manager,M3,ACOM3,316
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Senior Supervisor,M2,ACOM2,317
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Supervisor,M1,ACOM1,318
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Unknown,PX,ACOPX,319
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Fellow,P8,ACOP8,320
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Strategist,P7,ACOP7,321
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Advisory,P6,ACOP6,322
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Expert,P5,ACOP5,323
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Mastery,P4,ACOP4,324
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Proficiency,P3,ACOP3,325
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Developing,P2,ACOP2,326
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Professional,Entry,P1,ACOP1,327
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Unknown,SX,ACOSX,328
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Specialist,S5,ACOS5,329
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Advanced,S4,ACOS4,330
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Skilled,S3,ACOS3,331
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Proficient,S2,ACOS2,332
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Support,Associate,S1,ACOS1,333
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Unknown,Unknown,XX,ACOXX,334
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Executive,Unknown,EX,ACOEX,335
2021 Comptryx,General & Administrative,Corporate Support,Business Analysis,ACO,Management,Senior Director,M6,ACOM6,336
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Unknown,MX,ACPMX,337
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Director,M5,ACPM5,338
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Senior Manager,M4,ACPM4,339
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Manager,M3,ACPM3,340
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Senior Supervisor,M2,ACPM2,341
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Supervisor,M1,ACPM1,342
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Unknown,PX,ACPPX,343
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Fellow,P8,ACPP8,344
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Strategist,P7,ACPP7,345
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Advisory,P6,ACPP6,346
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Expert,P5,ACPP5,347
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Mastery,P4,ACPP4,348
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Proficiency,P3,ACPP3,349
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Developing,P2,ACPP2,350
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Professional,Entry,P1,ACPP1,351
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Unknown,SX,ACPSX,352
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Specialist,S5,ACPS5,353
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Advanced,S4,ACPS4,354
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Skilled,S3,ACPS3,355
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Proficient,S2,ACPS2,356
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Support,Associate,S1,ACPS1,357
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Unknown,Unknown,XX,ACPXX,358
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Executive,Unknown,EX,ACPEX,359
2021 Comptryx,General & Administrative,Corporate Support,Project Management (internal focused),ACP,Management,Senior Director,M6,ACPM6,360
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Executive,Unknown,EX,ACQEX,361
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Unknown,MX,ACQMX,362
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Senior Director,M6,ACQM6,363
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Director,M5,ACQM5,364
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Senior Manager,M4,ACQM4,365
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Manager,M3,ACQM3,366
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Senior Supervisor,M2,ACQM2,367
2021 Comptryx,General & Administrative,Corporate Support,Quality - Corporate,ACQ,Management,Supervisor,M1,ACQM1,368
