SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,FAMILY_TITLE,SUB-FAMILY_TITLE,UNIVERSAL_NAVIGATION_GROUP_TITLE,SPECIALIZATION_CODE,SPECIALIZATION_TITLE,INDUSTRY,FUNCTION,DEPARTMENT,CAREER_STREAM_LEVEL,LIBRARY_JOB_CODE,LIBRARY_JOB_TITLE,DUMMY_ID
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Professional,Expert,P5,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P50,AFS.01.040.P50,General Office Operations - Expert Professional (P5),89
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Professional,Mastery,P4,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P40,AFS.01.040.P40,General Office Operations - Specialist Professional (P4),90
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Professional,Proficiency,P3,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P30,AFS.01.040.P30,General Office Operations - Senior Professional (P3),91
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Professional,Developing,P2,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P20,AFS.01.040.P20,General Office Operations - Experienced Professional (P2),92
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Professional,Entry,P1,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P10,AFS.01.040.P10,General Office Operations - Entry Professional (P1),93
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Unknown,SX,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,,,,94
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Specialist,S5,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,,,,95
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Advanced,S4,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,S40,AFS.01.043.S40,Office/Mailroom/Clerical Support - Specialist Para-Professional (S4),96
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Skilled,S3,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,S30,AFS.01.043.S30,Office/Mailroom/Clerical Support - Senior Para-Professional (S3),97
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Proficient,S2,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,S20,AFS.01.043.S20,Office/Mailroom/Clerical Support - Experienced Para-Professional (S2),98
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Support,Associate,S1,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.043,Office/Mailroom/Clerical Support,Cross Industry,Administrative Services,Administrative Support,S10,AFS.01.043.S10,Office/Mailroom/Clerical Support - Entry Para-Professional (S1),99
2021 Comptryx,General & Administrative,Administrative Services,Mail Room,AAM,Unknown,Unknown,XX,,,,,,,,,,,,100
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Executive,Unknown,EX,"Administration, Facilities & Secretarial",Facilities Management & Planning,,AFS.02.001,Head of Facilities & Administrative Support,Cross Industry,Facilities Management,Leadership,Sub-Function Head,AFS.02.001.Sub-Function Head,Head of Facilities & Administrative Support - Sub-Function Head,101
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1","Administration, Facilities & Secretarial",Facilities Management & Planning,,AFS.02.001,Head of Facilities & Administrative Support,Cross Industry,Facilities Management,Leadership,Sub-Function Head,AFS.02.001.Sub-Function Head,Head of Facilities & Administrative Support - Sub-Function Head,102
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Unknown,MX,,,,,,,,,,,,103
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Senior Director,M6,"Administration, Facilities & Secretarial",Facilities Management & Planning,,AFS.02.001,Head of Facilities & Administrative Support,Cross Industry,Facilities Management,Leadership,Sub-Function Head,AFS.02.001.Sub-Function Head,Head of Facilities & Administrative Support - Sub-Function Head,104
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Director,M5,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Secretarial Generalists,AFS.01.001,General Office Administration & Secretarial Management,Cross Industry,Administrative Services,Generalists,M50,AFS.01.001.M50,General Office Administration & Secretarial Management - Senior Manager II (M5),105
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Senior Manager,M4,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Secretarial Generalists,AFS.01.001,General Office Administration & Secretarial Management,Cross Industry,Administrative Services,Generalists,M40,AFS.01.001.M40,General Office Administration & Secretarial Management - Senior Manager (M4),106
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Manager,M3,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Secretarial Generalists,AFS.01.001,General Office Administration & Secretarial Management,Cross Industry,Administrative Services,Generalists,M30,AFS.01.001.M30,General Office Administration & Secretarial Management - Manager (M3),107
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Senior Supervisor,M2,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Secretarial Generalists,AFS.01.001,General Office Administration & Secretarial Management,Cross Industry,Administrative Services,Generalists,M20,AFS.01.001.M20,General Office Administration & Secretarial Management - Team Leader (Professionals) (M2),108
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Management,Supervisor,M1,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,M10,AFS.01.042.M10,Reception/Telephone/Switchboard - Team Leader (Para-Professionals) (M1),109
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Unknown,PX,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,,,,110
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Fellow,P8,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,,,,111
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Strategist,P7,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,,,,112
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Advisory,P6,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P50,AFS.01.040.P50,General Office Operations - Expert Professional (P5),113
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Expert,P5,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P50,AFS.01.040.P50,General Office Operations - Expert Professional (P5),114
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Mastery,P4,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P40,AFS.01.040.P40,General Office Operations - Specialist Professional (P4),115
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Proficiency,P3,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P30,AFS.01.040.P30,General Office Operations - Senior Professional (P3),116
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Developing,P2,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P20,AFS.01.040.P20,General Office Operations - Experienced Professional (P2),117
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Professional,Entry,P1,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.040,General Office Operations,Cross Industry,Administrative Services,Administrative Support,P10,AFS.01.040.P10,General Office Operations - Entry Professional (P1),118
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Support,Unknown,SX,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,,,,119
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Support,Specialist,S5,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,,,,120
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Support,Advanced,S4,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,S40,AFS.01.042.S40,Reception/Telephone/Switchboard - Specialist Para-Professional (S4),121
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Support,Skilled,S3,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,S30,AFS.01.042.S30,Reception/Telephone/Switchboard - Senior Para-Professional (S3),122
2021 Comptryx,General & Administrative,Administrative Services,Receptionist/Switchboard,AAR,Support,Proficient,S2,"Administration, Facilities & Secretarial",Administration & Secretarial,Administration & Support,AFS.01.042,Reception/Telephone/Switchboard,Cross Industry,Administrative Services,Administrative Support,S20,AFS.01.042.S20,Reception/Telephone/Switchboard - Experienced Para-Professional (S2),123
